task_type,input_text,aux_text,label
STS,North Korea Postpones Family Reunions with South,North Korea 'postpones' family unions with South Korea,1.0
TONE_FORMALITY,Start getting depressed and have no energy first.,,0.31304347826086953
STS,there is conflicting opinion as to the extent of damage suffered by the insurgency. ,violence continues despite conflicting opinion on the extent of damage suffered by the rebel groups.,0.6400000000000001
STS,And I'm your friend Mitt.,Your good friend Mitt.,0.8
TONE_FORMALITY,"It's drinkable, but it is a cheap wine.",,0.5217391304347826
TONE_FORMALITY,"Fortunately, opinions like yours are in the minority.",,0.4869565217391304
TONE_FORMALITY,FINES WILL BE IMPOSED ON CARRIERS WHO BOARD TRANSIT PASSENGERS WITHOUT PROPER DOCUMENTATION.,,0.9043478260869565
STS,Five killed in China building collapse,At least 20 killed in Syria Saturday,0.04000000000000001
STS,China manufacturing index at 11-month low: HSBC,China manufacturing expands in September,0.2
TONE_POLARITY,Ok I read this book but I barely made it through. I thought it was OK. Thats it just ok.,,0.0
STS,Hurricane Sandy powers toward Eastern Seaboard,Hurricane Sandy moves towards US,0.7200000000000001
STS,Micronesia vice president to visit China,Vice President of Bolivia to visit China,0.4
STS,The broad Standard & Poor's 500-stock index was up 4.83 points or 0.49 per cent to 980.76.,"Standard & Poor's 500 stock index futures declined 4.40 points to 983.50, while Nasdaq futures fell 6.5 points to 1,206.50.",0.25
TONE_POLARITY,"Bought this thinking that the music off of the newest cd would be better live...Wrong! The only good things about this video were, obviously Tony Levin, but then all of the props Pete was using throughout the concert. The new drummer is the most boring guy to watch since Peter Criss...Although, his old stuff with KISS was fairly exciting...but this guy butchers classic songs. Then theres the fact that Pete also got rid of his old keyboardist - again. Now its a boring woman with no real show of talent. Pete also brought his daughter along, but she can get kind of annoying at times. Overall, if you liked UP, get this DVD; if you prefer classic Pete stuff, avoid this DVD.",,0.0
STS,South Africa prays for Nelson Mandela,South Africa unites in prayer and song for Nelson Mandela,0.8400000000000001
STS,A white bus with the word Julia is near water and a big ship.,A white bus with water and a barge in the background.,0.76
PAWS,"Two bridges cross the river to Pental Island , on Swan Hill in the west , and Fish Point Road in the Fish Point to the east .","Two bridges cross the river to Pental Island ; at Swan Hill in the west , and on Fish Point Road at Fish Point in the east .",1.0
PAWS,"After testifying in the Till case , Reed moved to Chicago and changed his name to Willie Louis from Willie Reed .","After testifying in the Till case , Reed moved to Chicago and changed his name from Willie Louis to Willie Reed .",0.0
TONE_FORMALITY,"Karzai rejected Abdullah Abdullah's conditions for next Saturday's vote, including removing top election officials whom the challenger accused of involvement in cheating in the first-round balloting in August.",,0.8
STS,A double decker red United bus on a city street.,A double decker bus drives on a city street.,0.8
TONE_POLARITY,"I bought this book, along with the A+ Passport by Mike Meyers and passed both tests with no problem. With any cert test real world experience helps but with these two books, even a complete newbe could pass. The test software with the book was pretty solid, I've seen worse.",,1.0
PAWS,The Minis River or Columbu River is a tributary of the Golumbu River in Romania .,The Golumbu River or Columbu River is a tributary of the River Minis in Romania .,0.0
TONE_POLARITY,"Excellent book for the home DIY person. If you thinking of hiring contractors to put in a deck, forget it, buy this book and DIY.",,1.0
STS,6 czech hospital employees are charged with human organ trafficking. ,the accused will be charged with international drug trafficking.,0.16000000000000003
TONE_FORMALITY,He adds that Google isn't particularly experienced at hardware design and that its influence on the T-Mobile G1's hardware design is more a negative than a positive.,,0.7304347826086957
STS,The man used a chopper to chop the onion.,The man used a machine to chop up a potatoe.,0.4
STS,Soccer-France to host Australia for first time in October,NRA official to face questions for first time since controversial remarks,0.0
TONE_POLARITY,"Very nice quality otherwise but the water bottles contain BPA, which was not listed on the description and well after the BPA hazard became widely known.",,0.0
TONE_POLARITY,"The Bottom Line:The DaVinci Code begins well enough, though the audience is asked to believe that upon being gutshot a character would use his own blood to leave cryptic clues for his pal Tom Hanks, but quickly gets bogged down in the endless machinations of the plot and ends up collapsing under its own weight--airtight this ain't.",,0.0
TONE_FORMALITY,"The Coast Guard and other agencies came under attack for the poor communication and sluggish response to that spill, which occurred two years ago this month.",,0.8
PAWS,"In 1998 , Rituparna Sengupta and Indrani Halder won the National Film Award for the film as Best Actress , Ghosh shared the National Film Award as Best Screenplay .","In 1998 , Rituparna Sengupta and Indrani Halder shared the National Film Award for the film as Best Actress , Ghosh won the National Film Award as Best Screenplay .",0.0
TONE_FORMALITY,"CHRISTIANS ARE LOWER THEN DOGS, ALMOST AS LOW AS THERE WOMEN.",,0.08695652173913043
PAWS,"In addition , Merrill was a member of the Ashland , Wisconsin School Board and served as Ashland County District Attorney from 1917 to 1926 .","In addition , Merrill was a member of the Ashland County School Board and served as the Ashland , Wisconsin district attorney from 1917 to 1926 .",0.0
TONE_FORMALITY,You get used to it I guess.,,0.13913043478260867
STS,Egypt's presidential election begins,Egypt issues long-waited presidential election law,0.5599999999999999
STS,North Korea conducts third nuclear test,North Korea Confirms Third Nuclear Test,0.9199999999999999
TONE_FORMALITY,Removed from the JNC recommendation by someone on your staff.,,0.4869565217391304
TONE_FORMALITY,"So, who will join the illustrious ranks of Gizmodo's Essential iPhone apps?",,0.3826086956521739
STS,French retirees will increase from one fifth to a third of the population by 2040.,"By 2040, retirees will account for a third of the population, up from a fifth today.",0.8
PAWS,"The province of Adana , Turkey is a village in the district of Yüreğir , Düzce .","Düzce is a village in Yüreğir district , Adana Province , Turkey .",0.0
PAWS,"They were driven from the Shanxi region , modern Guizhou , in 877 by a local military force organized by the Yang family from Bozhou .","They were driven out in 877 from the region of Bozhou , now Guizhou , by a local military force organized by the Yang family from Shanxi .",0.0
TONE_POLARITY,"I was disappointed with this book. It appears to be a compliation of various documents and forms just thrown together. Some of it is very, very basic and generic. I was looking for much more SAP specific information.",,0.0
PAWS,"In a game dominated by offensive and special team struggles , UCF would be plagued by Arkansas State .","In a game dominated by offensive and special teams struggles , UCF would be plagued by Arkansas State .",1.0
TONE_POLARITY,"Will not shop with this vendor again. I ordered 2 pair of jeans. After washing them to shrink, they were still 3 inches too long. CLOTHING TAGS DID NOT MATCH the actual size. I'm a guy, I build houses but can't sew, so now I have to pay a seamstress. Vendor sucks, but Amazon was good about the whole thing.Dano.",,0.0
PAWS,"The eastern province includes the former provinces Kibungo and Umutara , most of Kigali Rural , and part of Byumba .","The Eastern Province comprises the former provinces of Byumba and Umutara , most of Kigali Rural and part of Kibungo .",0.0
TONE_FORMALITY,"Our channel ReadWriteStart, sponsored by Microsoft BizSpark, is dedicated to profiling startups and entrepreneurs.",,0.6608695652173913
PAWS,"In 1813 , when Justice Tyler died , John Tyler inherited Greenway at the age of 23 .","When Judge John Tyler died in 1813 , Tyler at the age of 23 inherited Greenway .",0.0
STS,A woman is cutting a cucumber.,A man is playing a guitar.,0.0
TONE_POLARITY,"A simple little item that saves a lot of caulk. I had been using other caulk tube sealers, most of them that go inside the spout. That style usually causes the spout to split and you loose the seal. Others that go over the spout are made of hard plastic and don't seal well. These are soft, like rubber, and stretch tightly over the spout. They could be used to seal many other things as well.",,1.0
TONE_POLARITY,I read Michel Houellebecq's novel The Map and the Territory which I found hypnotic.However I didn't enjoy Whatever because it was too bleak whereas The Map and the Territory was as an artistic cocktail of Lou Reed and Kafka.It was so clever that I think it spoilt me with respect to his other works.,,0.0
PAWS,"Debbie Posner is the `` teacher and programme for Hebrew and Jewish studies '' , and Debbi Benn is the '' coordinator of primary school Hebrew and Jewish studies '' .",Debbi Benn is the `` teacher and program for Hebrew and Jewish studies '' and Debbie Posner is the '' coordinator of the elementary school for Hebrew and Jewish studies '' .,0.0
TONE_FORMALITY,"Since ADMINISTRATIUM has no electrons, it is inert.",,0.3913043478260869
TONE_FORMALITY,"""It took awhile to actually cast a vote. I was conflicted,"" said McClain, who said he ultimately sided with City Councilman Peter Brown because of his business experience as an architect.",,0.6956521739130435
PAWS,Joe feels betrayed and decides to join Gallagher 's escape plan .,Gallagher feels deceived and decides to join Joe 's escape plan .,0.0
PAWS,"Upgrades included rheostatic brakes and new brakes , electromagnetic speed measurement and curve lights .","Upgrades included rheostatic brakes and new brakes , electromagnetic speed measurements and curve lights .",1.0
STS,A black poodle plays in the snow.,A black poodle frolics in the snow.,1.0
TONE_POLARITY,I thought God's Gift To Women was the perfect book to snuggle up with at night. The only trouble I had was being able to put it down after a few chapters of reading...Needless to say I stayed awake all night to finish the story...making me late for work the next day!,,1.0
PAWS,"Charles City County , Virginia , also known as Shirley Hundred Island , is an island and an historic home and archaeological sites near Eppes Island .","Eppes Island , also known as Shirley Hundred Island , is an island and a historic home and archaeological sites located near Hopewell , Charles City County , Virginia .",0.0
TONE_FORMALITY,"In this edition of the Weekly Wrapup - our newsletter summarizing the top stories of the week - we analyze how Google CEO Eric Schmidt thinks the Web will evolve, review Hulu's latest plans to make money, investigate use cases for Google Wave, ask why VCs aren't investing in Augmented Reality, review the latest Mobile Web statistics, and more.",,0.9391304347826086
TONE_FORMALITY,My son at the moment knows that bad attention is the best.,,0.5217391304347826
TONE_POLARITY,"Wow, what can I say? I expected to get some stupid book that didn't ""get"" it. But the author kept the spirit going by writing in a style not unlike the characters. I really enjoyed it and will recommend it to MY friends.",,1.0
TONE_POLARITY,"it says digital copy, but you do NOT get an itunes code. you get an ultraviolet/flixster code. do you really want to deal with an entirely new and separate movie app, player, drm system etc??? i didn't think so. nuff said.",,0.0
TONE_POLARITY,"We bought this toy for play at the lake. It does rock slightly, but it takes major effort. Our kids said it was too much work. Also, it is hard for the children to get into. We give it two stars simply because the kids figured out if they turned it over, it could be used as a ""fort"". I would not recommend this product.",,0.0
STS,A girl is eating a cupcake.,A man is playing a trumpet.,0.0
TONE_POLARITY,It cuts out at about 20 meters for me. I was hoping the range would be better.,,1.0
TONE_POLARITY,"Music for the paxil overdosed and misguided. A little talent in the drum department does not mean this band is progressive. After I heard this I thought I needed paxil. I honestly cannot believe King Crimson opened for this garbage. I guess they thought they could ride the coattails of this popular band. Yes, millions can be wrong including pedroza, daniel aka pebozo.",,0.0
PAWS,Cullen endorsed John Kasich in the 2016 New Hampshire primary several weeks before it took place .,Cullen supported John Kasich in the 2016 New Hampshire primary several weeks before it took place .,1.0
TONE_POLARITY,"I would not recommend this for the normal finger nail polisher......it should be used only in beauty shops because it is very strong and ""melted"" the plastic I had it in which I used to ""soak"" my shellaced nails off. Then afterwards there is the disposal which I still don't know how to properly do that.",,0.0
TONE_FORMALITY,If that don't work steal from them.,,0.034782608695652195
TONE_FORMALITY,"The tiny state of Delaware beats the Alpine country in a contest for the most secretive financial jurisdiction, a tax justice rights group said on Saturday.",,0.6608695652173913
PAWS,"On September 29 , 1849 , Queen Victoria of Gloucester traveled by train to Swindon .","On 29 September 1849 , Queen Victoria travelled from Swindon by train to Gloucester ,",0.0
TONE_FORMALITY,"He said the United States is working with others in support of the early convening of a U.N. commission of inquiry on the September 28 attack, and backing African mediation led by Burkina Faso President Blas Compaore aimed at moving Guinea to civilian rule through elections.",,0.6956521739130435
TONE_POLARITY,My wife and I used these staples in my pneumatic upholstery gun to recover our kitchen chairs. She stretched and I stapled. We drank the wine afterwards to celebrate a job well done.,,1.0
TONE_FORMALITY,"One night, I heard you talking about Liberty City charter school in Perez - Roura's program.",,0.5652173913043478
STS,claims about trayvon's character And when did I do that?,slanted blogs And when did I do that?,0.52
TONE_FORMALITY,* what the world needs is only more of U & UR smile!!,,0.0
TONE_FORMALITY,"He just faithfully serves as a mindless stenographer for hidden people whose credibility you're told to accept even as they do nothing but spout manipulative, vapid idiocies about Churchillian Resolve designed to promote endless war.",,0.8695652173913043
TONE_FORMALITY,He is an expert on child support and might have a suggestion on how we can help you.,,0.8260869565217391
STS,"human rights violations in myanmar include summary executions, torture and the recruitment of child soldiers. ","these human rights violations include summary executions, torture and the recruitment of child",0.8400000000000001
TONE_POLARITY,Do not buy this Cable 12IN DVI-D To DVI-D and HDMI it does not work! Save your money. It does not work quite the way I thought It would. It is too clunky. The Sound does not convert so you have to use seaparate cables for sound.,,0.0
TONE_POLARITY,"I used to have the original Bissell Littel Green model for some time until it started to leak on me. Worked for about ~6months until I got fed up with it. It was really handy and worked real good at cleaning pet mess-ups. After it started to leak I purchased this one for ~$32.00. Worked great the first time, left it on the kitchen floor...saw a small water stain on the floor. Used it one more time, the next day...then it turned into a friggin water sprinkler and spilled everything it had on the floor slowly. I read the reviews before I bought it, thinking it were flukes...but this is why they sell so cheap. But hey, it has a 90-day warranty. That just means I'll get another leaky vacuum.So I'm better off swapping it for a new one at Wally World. :) They should either discontinue making this POS, recall, or give customers their money back, what a waste!",,0.0
PAWS,"Aguiari described it as '' a beautiful action in the midst of traffic alone , but up there with a Zen - statue `` .","Aguiari described it as `` a Zen action up there in the middle of traffic , but alone with a beautiful statue .",0.0
PAWS,"On October 19 , Linear Technology ( SHPG ) replaced Shire PLC ( LLTC ) in the index .","On 19 October , Shire PLC ( SHPG ) Linear Technology ( LLTC ) replaced the index .",0.0
STS,Trailblazing Israeli electric car company Better Place to fold,Trailblazing Israeli electric car company to fold,0.8800000000000001
TONE_FORMALITY,U are the boss and don't forget it.,,0.0
TONE_POLARITY,"Agree with the first post. What caught my eye was ""Sorrell Brooke"" who played BOSS HOGG on the Dukes of Hazard and died in 1994.",,0.0
TONE_FORMALITY,"""We welcome competition and objective opposition,"" he told delegates.",,0.5565217391304348
PAWS,"Johann Rupert 's eldest son , Rupert , is now the CEO of Richemont and chairman of Remgro .","Johann Rupert , the eldest son of Rupert , is now the CEO of Richemont and Chairman of Remgro .",0.0
TONE_POLARITY,"I switched from Turbo Tax because of the offer with MS money, which I use for online bill paying. I figuered since I use that far more frequently, it was better to go with the TaxCut/Money offer. BIG MISTAKE. I had to hunt around to find deductions I knew I was entitled to but was not asked about, and when I imported my deductions in from MS Money, it brought over the payees only, not the amounts. TurboTax worked better with MS Money, and I'm now a loyal TurboTax user from here on in.",,0.0
PAWS,The 1981 Purdue Boilermakers football team represented Purdue University during the 1981 Big Ten Conference football season .,The 1981 Purdue Boilermakers football team represented Purdue University during the football season of the Big Ten Conference in 1981 .,1.0
TONE_FORMALITY,"On the official BBS of the Shanghai Jiao Tong University, where Qian majored in mechanic engineering from 1929 to 1934, many alumni still couldn't believe the news while replies to the posts soon topped 850 in six hours.",,0.6260869565217391
STS,"A jury convicted rapper C-Murder, also known as Corey Miller, of second-degree murder Tuesday night in the shooting death of a 16-year-old in a Jefferson Parish nightclub.","Rapper C-Murder has been convicted of second-degree murder, a crime that carries an automatic life sentence, in the shooting death of a 16-year-old inside a Jefferson Parish nightclub.",0.7200000000000001
STS,Dozens feared trapped in India building collapse,Rescuers race to find 20 still trapped in India building collapse,0.6000000000000001
TONE_FORMALITY,"Palestinians warn that popular frustration with the failure to produce a statehood deal could spill over into an upsurge in violence, even if few have appetite for a broad new uprising.",,0.7304347826086957
PAWS,Beatrice married the Frederick of Geneva .,Frederick married Beatrice of Geneva .,0.0
TONE_FORMALITY,"It includes Alfred Molison, who is running as a write-in for the District C seat, and Deborah Shafto, a retired teacher running for the at-large 4 position being vacated by Green.",,0.8347826086956522
PAWS,"The Soviet Union maintained an embassy in Oslo and a consulate in Barentsburg , while Norway maintained a message in Moscow .","The Soviet Union maintained an embassy in Moscow and a consulate in Barentsburg , while Norway maintained a message in Oslo .",0.0
PAWS,"He had been in the state playing for New Town , but moved to Victoria in 1925 and established himself for Melbourne .","He had been in the state playing for Melbourne , but moved to Victoria in 1925 and appointed New Town .",0.0
TONE_POLARITY,"Teresa Berganza is the greatest Carmen ever, period. No other Carmen has ever understood this role better. Berganza lacks nothing in fire. It's just that Carmen is NOT a pre-Pagliacci verismo opera. Regina Resnik recording is SUCH a vulgar affair, that it fully deserves Mario del Monaco as Don Jose. The only Carmen worse than that is Horne's in DG.",,1.0
TONE_POLARITY,"This is only the first recording I've listened to of the Trout, but something tells me that this recording of Schubert's great quartet is a winner. The sound seems extremely rich and has a 3-D quality to it and the interpretation seems dynamic and flowing. I've listened to it 4-5 times over, and it sounds especially good in the surround-sound environment of my car (using my car CD player). I'd say it is a gem of my hundreds-of-classical-cds collection. Of course, maybe that's just because the Trout is itself a great-sounding work, but rarely does a recording seem to stand out for me the way this one does.",,1.0
TONE_POLARITY,"This was a great fan for the short time it worked. It is not too big and it pushes plenty of air. I used it for my desk at work, if you have a smallish work area you might want a smaller fan then this. I have had it for about 3 monthes and it has stopped working. This might be partly my fault because there have been times when I would leave work for the night and forget to turn the fan off. All and all I feel like this is not the fan for me because 3 monthes is just too short of a life span for a fan.Just wanted to update my review. This was operator error. It is working again.",,0.0
TONE_FORMALITY,I'm with Tonks op all the Harry potters.,,0.034782608695652195
TONE_POLARITY,"Not Fiction. This book is a presentation of information gleaned from interviews with women (and men) in the sex industry of Los Vegas. Its not just about prostitution, and its not particularly salacious. It is an interesting clear eyed look at a socially shunned part of living. You're not going to learn how to pick up a hooker, but you might learn who she is, what she's like, and why she's there. It fleshes out a stereotype. (Yeah, please ignore the pun...)",,1.0
TONE_POLARITY,Bocelli's voice is pure Heaven to me. I find this CD to be extremely moving and the ultimate in dreamlike relaxation.,,1.0
PAWS,His religion was directly influenced by the political balance of international powers .,His religion was influenced directly from the international balance of political powers .,0.0
TONE_POLARITY,"This tension rod is thin and very weak. It could not hold itself up. Sadly, I will be returning it.",,0.0
PAWS,"It borders on the Bundeskämme of Fort Saskatchewan , Edmonton Griesbach , Edmonton Centre -- Sherwood Park , Edmonton Mill Woods and Edmonton Riverbend .","It borders on the federal ridings of Edmonton Centre , Edmonton Griesbach , Sherwood Park -- Fort Saskatchewan , Edmonton Mill Woods , and Edmonton Riverbend .",0.0
TONE_FORMALITY,"Ford may punish the UAW by making promised products in Canada or Mexico instead of the U.S., said David Cole, chairman of the Center for Automotive Research in Ann Arbor, Michigan.",,0.8347826086956522
TONE_POLARITY,"I have to admit that I really didn't think much about Johnny Cash until I saw Walk the Line. I always thought he was cool, but didn't know much about his music. After watching the movie I decided to pick up a ""best of"" type album. I definitely feel like I picked the right one. Man, he had a great voice and you get to hear him at the top of his game at different points in his career. If you like Johnny Cash, or are a little curious about his music, this is a great CD set. I defnitely recommend it.",,1.0
STS,A person is squeezing through an opening in the rock face.,A medium sized brown dog is running through an open white wooded area.,0.0
TONE_FORMALITY,"She later won more than $1 million in a lawsuit against some of Lozano's family members over his escape, but that was overturned on appeal .",,0.591304347826087
TONE_FORMALITY,The court also heard the pair did not know each other before the incident.,,0.6260869565217391
TONE_FORMALITY,"Cut back on stupid things to eat such as candy bars cookies, etc..",,0.31304347826086953
TONE_POLARITY,"I must cordially disagree with the previous 2 reviewers who thought the recipes too rich. I made polenta with leeks and loved it! Good recipes for quinoa. A lot to choose from and not all of them had cream in the ingredients.I did my usual drill of borrowing from library, trying a few recipes and then deciding whether to buy. I bought!",,1.0
PAWS,"Sporting Club Suceava was a professional football club from Suceava , founded in Romania and established in 2008 .","Sporting Club Suceava was a professional football club from Suceava , based in Romania and founded in 2008 .",1.0
PAWS,"In 2012 , he was elected Chairman of the Indian National Congress ( Pnachayat District ) of Kolhapur as a candidate of Zilla Parishad .","In 2012 , he was elected Chairman of Zilla Parishad ( Pnachayat District ) of Kolhapur as a candidate of the Indian National Congress .",0.0
TONE_POLARITY,"I purchased this book for a dear friends birthday. It not only is a very attractive volume, it is a real bargain. All were very pleased",,1.0
TONE_FORMALITY,We need to have an aplus list to send stuff out to on a weekly basis.,,0.34782608695652173
TONE_POLARITY,"I too wasn't very impressed with Jarhead. I thought half way through that Jarhead seemed more like an insider movie for those who actually experienced the Marines, and perhaps other branches of the military. For those of us who haven't I just don't think there was enough direction to keep a lot of us interested. As someone else mentione. I too thought it was going to be a more modern version of Full Metal Jacket, but afte the first few minutes it was obvious it wasn't...",,0.0
TONE_FORMALITY,But if there was a grey alien porpoise.,,0.2434782608695652
TONE_POLARITY,"I don't know what I was thinking about. I must have been the geek of all times to think that I used to think this was funny. I'm halfway through the movie and I can't take anymore. To think, in the 70s I thought this film was funny and I have been looking for it on video for at least 10 years. I wish I hadn't.",,0.0
TONE_POLARITY,"This is one of the worst wireless systems I have ever used/purchased. I purchased this to use with my high school music program, but there was so much static, interference, white noise, lost signals, etc. that is unusable. I even returned it to VocoPro for a replacement, hoping the one I got was defective. The replacement was just as bad. Even after placing the reciever less than 10 feet from the microphones, the problems persisted. To make matters worse, AA Duracell batteries do not fit. They are slightly longer than generic AA batteries, but the added length is too much for the unusally small tollerences in the battery compartment. Even generic batteries have to be forced in place. I ended up installing it in our theater for our administrators to use during staff meetings because no one seems to mind when they cannot understand or hear them talk. Do not waste your money.",,0.0
PAWS,"A practicing member of the Presbyterian faith , White was a Mason in the Clinton Lodge of Romney , where he had served as a Master .","Romney , a practicing member of the Presbyterian faith , was a freemason at the Clinton Lodge in White , where he had served as a master .",0.0
PAWS,The free tetracubes from two complete sets of corresponding tetrominoes can also fit in 2 × 4 × 5 and 2 × 2 × 10 boxes .,The corresponding tetracubins from two complete sets of free tetrominos can also fit in 2 × 4 × 5 and 2 × 2 × 10 boxes :,0.0
TONE_FORMALITY,four speed or three with an overdirve.,,0.2434782608695652
TONE_FORMALITY,"""I think that says it all.",,0.21739130434782605
PAWS,The Tour of Antalya is a cycling race held in Turkey .,The Antalya tour is a cycling race in Turkey .,1.0
TONE_POLARITY,"People will argue which version of The Office is better, some will side with the UK version and some will side with the US version. If you were smart, you'd equally enjoy both of them. The dvd itself may be a bit expensive for only 6 episodes but the deleted scenes equal up to almost an hours worth of footage. Each of these episodes are cut at around 30-34 minutes, but when they air on nbc only 21 minutes can be shown. So these deleted scenes are just basic ""extra"" scenes... they're actually as funny as the regular show... so it's a great bonus. You really need to get this dvd, because you'll be playing it over and over again.",,1.0
PAWS,"`` Countdown '' is the sixth single by the Japanese singer Hyde , and the first single from his third solo album `` Faith '' .","`` Countdown '' is the sixth single by Japanese singer Hyde , and the first single from his third solo album `` Faith '' .",1.0
TONE_POLARITY,"Summary: Disjoint and Superficial.The author had access to an outstanding group of individuals and in many cases squandered the opportunity with superficial questions. Instead of getting key insights, I felt like I was getting trivia. The interviews read more like something from People magazine (or maybe a sidebar in a Keyboard/Music magazine) than a highly rated book. Where is the depth that Kettlewell should be able to provide?I found it impossible to get through section two. The intent may have been to be exhaustive in its list of pioneers, but instead I found it exhausting - dry, dull, superficial and disjoint.In addition the book is poorly edited, as if rushed to publication.",,0.0
TONE_FORMALITY,"Other candidates include Rick Rodriguez, a 24-year Houston police officer, and Lonnie Allsbrooks, the owner of Beer Island in the Heights.",,0.6260869565217391
TONE_FORMALITY,A Tesco spokeswoman said: 'We wouldn't comment on which advisers we may or may not talk to or speculation about potential markets for Tesco.',,0.8347826086956522
STS,"Mumbai photojournalist gangrape case cracked, five accused arrested",Mumbai journalist gang-rape case: All five accused arrested,0.96
TONE_POLARITY,Good quality and nice looking but only keeps coffee warm for a short time. Does drip if the lid is not exactly positioned correctly but other than that very happy with the press pot.,,1.0
STS,A white dog runs on a beach.,The white dog is running along the beach.,1.0
PAWS,"Campbell produced the remake of `` The Evil Dead '' , along with Sam Raimi and Rob Tapert .",Sam Sam Raimi and Rob Tapert produced together with Campbell the remake of `` The Evil Dead '' .,0.0
TONE_POLARITY,"Though I usually don't write reviews, I thought it worthwhile to point out the problem I had with this product: It no longer has enough suction to get the water from the floor into the receptacle. Instead it would suck up water for a bit, then deposit it somewhere else in a puddle. I can't return it since the warranty has expired; I was the only one in the household using it, and I usually didn't have floor duty, so it didn't see all that much use. I cleaned all the parts I could get to; I suspect that somewhere along the suction route something has degraded or broken loose. Given the other reviews here of this nature, I don't really wish to spend more money getting it fixed, though, so back to mops I go!",,0.0
STS,The weakness exists in the way that VBA looks at the properties of documents passed to it when the document is opened by a host application.,The vulnerability exists in the way Microsoft's Visual Basic for Applications checks document properties passed to it when a document is opened.,0.76
TONE_FORMALITY,There are several stages to this.,,0.6608695652173913
TONE_POLARITY,"I have just finished reading this book. There seems to be a lot of information little heard of before. This would be beneficial except the author's writing is confusing. He writes of Elizabeth Loring, Frances Wentworth, Peggy Shippen, Margaret Moncreife, et al. (and the men in their lives). Yet they are interspersed throughout the book. The chronology is not consistent, and one becomes confused as to which person the author is writing about. The author intermixes actual facts (?) with book reviews which creates further confusion to one not well versed in the subject. The book appears to be a collection of essays thrown together.",,0.0
TONE_POLARITY,Why does a sequeal to a semi good/dumb movie have to be even more dumb without being good at all this movie will bore the heck out of an adult so instead of buying it rent it for your kids instead,,0.0
TONE_FORMALITY,"Ms. Mary Helen Blakeslee, in OTTED, is an excellent resource person, and she has helped many rural communities throughout the state.",,0.8695652173913043
TONE_POLARITY,"""MTV Latin American named Ricky Martin as the most successful crossover artist in Latin America, that has opened the doors for the young wave of latin pop singers. Enrique Iglesias came second, for being the most talented of the crossovers. Then Shakira and Paulina Rubio, the first one for being the most successful female, and the second for being the first Mexican crossover. Thalia did not made the list and was named the worst crossover out of all, and was called the unofficial mexican edition of Jennifer Lopez. She only sold 180.000 albums in USA and only have a million worldwide.""",,0.0
TONE_FORMALITY,My 13-year - old daughter remained in a semi - catatonic state until saw her father again.,,0.4782608695652174
TONE_POLARITY,"I absolutely loved the first book. Great characters, great concepts. That book alone carried my through a extra couple books of the misery that follows. Anyone with a scrap of decency gets mauled as the story continues. You are left with the despicable characters. Eventually it gets so bad that you start routing for the least loathsome of them just so you stop being disappointed when the newest character you try to like gets crushed by the game.",,0.0
STS,Brown dog splashing into the water.,Four dogs splashing in the water,0.48
TONE_FORMALITY,"A U.S.-backed peace ""road map"" of 2003 does say Israel should halt settlement activity.",,0.7652173913043478
TONE_POLARITY,"While I loved the sound of my Jawbone II headset, it would not remain secured with the eargels provided. These Jabra eargels work wonderfully and keep the headset comfortably and securely in my ear.",,1.0
PAWS,"Here he helped with performances of the Association of Young People from the Parish Saint-Sulpice , and began to recite poems with this association .","Here he helped with performances given by the association of young people from the parish of Saint-Sulpice , and began to recite poetry with this association .",1.0
TONE_FORMALITY,Depends how long it was in the first place!!!!!,,0.208695652173913
TONE_POLARITY,"This game is so wonderful for your child it has everything then some. Very educational numbers patterns match games , etc, Very popular very much so worth ordering for parents I highly recommend this game to parents u will not be dissapointed. KC",,1.0
PAWS,"The Ibirapuera Park is located in this subprefecture , as well as the brazilian campus of Federal University of São Paulo and the main headquarters of IBM .","Ibirapuera Park is located within this subprefecture , as is the main campus of the Federal University of São Paulo and the Brazilian headquarters of IBM .",0.0
STS,"The redesigned Finder also features search, coloured labels for customized organization of documents and projects and dynamic browsing of the network for Mac, Windows and UNIX file servers.","It also supports coloured labels to better organise documents, and dynamic browsing of the network for Mac, Windows and Unix file servers.",0.6000000000000001
PAWS,It is located in Annapolis Valley in the Kings County and Annapolis County and connects Kingsport to Spa Springs .,It is located in Kings County and Annapolis County in the Annapolis Valley and connects Kingsport with Spa Springs .,0.0
TONE_POLARITY,"I was a little bit disappointed because I thought the face of the watch would be larger than what I got.However, for the price, I think I got what I paid for.Thanks.",,0.0
TONE_FORMALITY,Il Duce: The question is not how far.,,0.6956521739130435
TONE_FORMALITY,"For its part, the Coast Guard and coordinating agencies said they responded with ""surgical"" precision, limiting the oil impact to about 6 miles of shoreline.",,0.7304347826086957
TONE_POLARITY,This mug is excellent. Keeps liquids hot and contained. Simple yet sturdy design prevents leaks. Solid construction means it will last. Highly recommended.,,1.0
PAWS,Yesss was sold to Mobilkom Austria following the sale of Orange to Hutchison Whampoa .,"Following the sale of Orange to Hutchison Whampoa , Yesss was sold off to Mobilkom Austria .",0.0
TONE_POLARITY,"It is hard to like the author/main character of this book. But I have to admire her honesty in not honey coating her life. I didn't really care for the book, but I'm glad I read it, as it kept me from going to the movie. The trailers for this move show a feel good, chick flick, and that is not what the book portrays. I am tired of being dupped by Hollywood. Read it just for that reason.",,0.0
TONE_FORMALITY,Add a little toothpaste.,,0.5565217391304348
